Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Number of Characters in Each Answer,Total Experiment Time (Seconds),How Answers Ordered,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID
,2,2,20,1,2,439,,,,44.941,45.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,753,,,,45.581,46.733,,,,,,,,,,,,,,,
,3,2,52,2,1,168,,,,57.853,58.165,62.588,62.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,139,,,,,,63.189,63.685,,,,,,,,,,,,,
,4,8,69,2,6,3146,,,,NA,NA,104.66,104.996,111.724,111.731,NA,NA,NA,NA,NA,NA,106.62,106.98,NA,NA,
,,,,,2,149,,,,,,105.38,105.876,,,,,,,,,,,,,
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,5,8,117,2,2,211,,,,143.123,143.171,133.411,134.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,6,2,149,2,2,312,,,,NA,NA,164.538,169.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,
,7,2,176,2,1,739,,,,NA,NA,192.258,192.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,302,,,,,,192.33,192.498,,,,,,,,,,,,,
,,,,,,,,,,,,192.594,193.09,,,,,,,,,,,,,
,8,8,199,3,5,542,,,,NA,NA,NA,NA,210.991,211.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,6,333,,,,,,,,211.113,211.121,,,,,,,,,,,
,,,,,3,105,,,,,,,,211.129,212.13,,,,,,,,,,,
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,
,,,,,7,108,,,,,,,,,,,,,,,,,,,,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,9,8,224,8,7,381,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.732,256.312,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,,,,,3,435,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,10,8,265,6,6,184,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.16,278.637,NA,NA,NA,NA,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
,,,,,7,238,,,,,,,,,,,,,,,,,,,,
,,,,,4,516,,,,,,,,,,,,,,,,,,,,
,,,,,5,179,,,,,,,,,,,,,,,,,,,,
,,,,,3,469,,,,,,,,,,,,,,,,,,,,
,,,,,2,421,,,,,,,,,,,,,,,,,,,,
217,1,2,0,1,1,219,515,ordered by score,,16.488,21.528,36.704,36.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2YCMT5BPA0AG9
,,,,,2,203,,,,23.798,34.824,,,,,,,,,,,,,,,
,,,,,,,,,,34.879,36.655,,,,,,,,,,,,,,,
,2,2,42,1,1,753,,,,64.179,65.144,60.384,64.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,439,,,,80.087,81.519,65.152,65.183,,,,,,,,,,,,,
,,,,,,,,,,81.591,82.048,,,,,,,,,,,,,,,
,,,,,,,,,,82.255,82.623,,,,,,,,,,,,,,,
,3,8,85,2,8,176,,,,131.863,131.887,129.303,130.168,130.815,130.936,117.415,119.239,99.328,100.712,112.743,114.911,131.296,131.839,87.024,87.184,
,,,,,2,139,,,,,,130.431,130.528,,,,,109.195,110.444,119.647,120.977,,,95.16,99.328,
,,,,,5,260,,,,,,,,,,,,120.977,121.928,130.936,131.296,,,101.359,109.195,
,,,,,3,280,,,,,,,,,,,,130.528,130.551,,,,,122.109,125.416,
,,,,,6,482,,,,,,,,,,,,130.561,130.567,,,,,127.071,127.367,
,,,,,4,171,,,,,,,,,,,,130.655,130.735,,,,,128.919,129.239,
,,,,,7,492,,,,,,,,,,,,,,,,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,4,8,135,7,7,2010,,,,167.168,173.496,184.459,184.841,180.742,184.459,219.36,219.615,173.496,174.352,176.092,179.041,165.4,167.168,179.041,180.496,
,,,,,1,1490,,,,186.725,187.242,,,218.56,219.191,,,185.925,186.725,184.841,185.925,187.242,188.976,,,
,,,,,5,1528,,,,212.327,213.911,,,,,,,213.911,215.56,215.56,218.087,190.967,208.159,,,
,,,,,6,3146,,,,,,,,,,,,,,,,209.967,211.047,,,
,,,,,2,149,,,,,,,,,,,,,,,,211.455,212.319,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,5,8,223,6,2,211,,,,257.623,260.975,236.311,238.159,246.624,255.555,311.704,312.223,243.783,246.624,260.975,261.173,241.967,243.687,NA,NA,
,,,,,7,426,,,,309.223,309.271,,,261.173,261.589,,,261.589,267.37,298.079,309.191,267.37,275.072,,,
,,,,,5,4414,,,,,,,,290.495,298.079,,,275.072,276.695,310.079,311.159,276.727,276.775,,,
,,,,,3,588,,,,,,,,,,,,283.998,290.495,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,6,2,315,2,1,1004,,,,316.413,325.816,325.847,328.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,312,,,,328.086,329.383,329.423,336.375,,,,,,,,,,,,,
,7,8,339,1,5,532,,,,353.853,355.185,NA,NA,362.436,369.344,355.185,356.452,344.97,346.599,359.303,362.436,NA,NA,346.599,352.035,
,,,,,8,2848,,,,387.668,395.551,,,396.983,397.487,395.631,396.262,372.831,373.575,396.262,396.983,,,381.247,383.602,
,,,,,7,195,,,,,,,,,,,,375.127,377.318,,,,,386.064,387.668,
,,,,,1,739,,,,,,,,,,,,379.943,381.224,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,,,,,6,860,,,,,,,,,,,,,,,,,,,,
,,,,,3,734,,,,,,,,,,,,,,,,,,,,
,8,2,401,2,2,4415,,,,420.967,434.335,408.119,409.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,835,,,,436.879,438.135,418.487,420.967,,,,,,,,,,,,,
,,,,,,,,,,445.583,446.527,434.335,436.038,,,,,,,,,,,,,
,,,,,,,,,,,,438.455,441.351,,,,,,,,,,,,,
,,,,,,,,,,,,441.399,445.583,,,,,,,,,,,,,
,9,8,449,2,8,1578,,,,466.344,467.968,481.181,489.495,NA,NA,477.531,480.363,468.039,470.331,480.364,481.181,473.397,475.748,460.431,466.343,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,3,435,,,,,,,,,,,,,,,,,,,,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,10,2,493,2,2,421,,,,500.151,504.216,494.391,494.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1713,,,,509.286,510.08,504.216,504.413,,,,,,,,,,,,,
,,,,,,,,,,510.119,510.239,506.462,509.263,,,,,,,,,,,,,
218,1,2,0,2,2,203,734,ordered by score,,NA,NA,15.683,25.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2R0Y8A3SSZ30S
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,2,2,27,2,1,753,,,,70.561,100.164,100.165,105.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,3,2,107,2,1,168,,,,NA,NA,141.832,142.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,4,8,145,1,7,2010,,,,302.272,305.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,
,5,2,307,1,1,177,,,,317.835,324.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,211,,,,,,,,,,,,,,,,,,,,
,6,8,326,1,6,985,,,,382.001,410.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,4,510,,,,,,,,,,,,,,,,,,,,
,,,,,3,152,,,,,,,,,,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,,,,,8,301,,,,,,,,,,,,,,,,,,,,
,7,2,413,2,1,739,,,,NA,NA,449.235,450.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,8,2,452,2,1,835,,,,NA,NA,496.391,499.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,9,8,501,8,3,435,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.274,673.376,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,10,2,675,1,2,421,,,,728.835,731.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
219,1,2,0,2,1,219,357,ordered by score,,11.891,15.626,21.981,23.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1JQJAWQ9YWTC3
,,,,,2,203,,,,16.572,16.583,,,,,,,,,,,,,,,
,,,,,,,,,,21.659,21.93,,,,,,,,,,,,,,,
,2,8,28,5,8,330,,,,NA,NA,55.253,55.567,NA,NA,NA,NA,63.964,64.117,74.609,75.347,NA,NA,37.871,40.539,
,,,,,2,439,,,,,,,,,,,,64.321,64.532,,,,,55.186,55.236,
,,,,,1,753,,,,,,,,,,,,64.601,65.26,,,,,,,
,,,,,5,919,,,,,,,,,,,,,,,,,,,,
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,
,,,,,4,204,,,,,,,,,,,,,,,,,,,,
,3,2,79,2,2,139,,,,84.488,86.27,86.423,90.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,168,,,,90.783,90.834,,,,,,,,,,,,,,,
,4,8,94,1,2,149,,,,119.75,126.059,113.958,114.121,103.321,103.966,98.896,101.13,108.418,113.679,114.121,119.75,129.434,130.963,NA,NA,
,,,,,4,262,,,,126.349,128.223,,,,,101.55,101.571,,,,,,,,,
,,,,,3,466,,,,,,,,,,101.601,102.376,,,,,,,,,
,,,,,8,131,,,,,,,,,,104.485,107.351,,,,,,,,,
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,5,2,133,2,1,177,,,,162.638,162.807,163.417,164.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,211,,,,,,164.535,165.514,,,,,,,,,,,,,
,6,2,169,1,2,312,,,,235.4,237.452,170.97,170.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1004,,,,237.914,238.014,235.189,235.292,,,,,,,,,,,,,
,,,,,,,,,,243.033,243.371,,,,,,,,,,,,,,,
,7,8,245,1,8,2848,,,,262.441,262.723,NA,NA,266.873,266.924,NA,NA,NA,NA,260.575,261.586,NA,NA,NA,NA,
,,,,,6,860,,,,263.551,263.789,,,,,,,,,,,,,,,
,,,,,1,739,,,,263.91,264.509,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,,,,,5,532,,,,,,,,,,,,,,,,,,,,
,,,,,3,734,,,,,,,,,,,,,,,,,,,,
,8,2,270,2,1,835,,,,277.603,277.721,279.151,281.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,4415,,,,,,281.971,284.271,,,,,,,,,,,,,
,9,2,288,2,2,1394,,,,290.979,291.157,291.157,292.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,708,,,,292.045,292.061,298.333,300.766,,,,,,,,,,,,,
,,,,,,,,,,293.68,298.333,300.851,301.331,,,,,,,,,,,,,
,,,,,,,,,,,,301.347,301.599,,,,,,,,,,,,,
,10,8,304,3,3,469,,,,324.92,325.881,325.949,326.143,319.478,321.055,324.106,324.291,325.881,325.948,321.329,322.266,NA,NA,NA,NA,
,,,,,6,184,,,,,,,,322.266,322.299,,,,,323.211,323.38,,,,,
,,,,,7,238,,,,,,,,322.654,322.914,,,,,,,,,,,
,,,,,4,516,,,,,,,,322.931,323.211,,,,,,,,,,,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
,,,,,5,179,,,,,,,,,,,,,,,,,,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
,,,,,2,421,,,,,,,,,,,,,,,,,,,,
220,1,8,0,5,5,451,388,ordered by score,,31.394,32.597,NA,NA,30.191,31.394,35.999,36.007,5.132,6.979,32.597,35.155,17.428,20.369,20.369,30.191,A2Q547IGXUG5B6
,,,,,7,229,,,,36.249,36.257,,,38.882,39.139,,,13.752,13.993,36.179,36.219,40.951,43.201,39.139,40.951,
,,,,,8,403,,,,38.533,38.882,,,,,,,16.384,16.76,,,,,,,
,,,,,3,205,,,,,,,,,,,,45.669,45.688,,,,,,,
,,,,,1,219,,,,,,,,,,,,46.177,48.085,,,,,,,
,,,,,6,298,,,,,,,,,,,,,,,,,,,,
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,
,,,,,2,203,,,,,,,,,,,,,,,,,,,,
,2,2,59,2,2,439,,,,84.056,85.625,78.392,84.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,753,,,,86.61,86.664,87.164,87.533,,,,,,,,,,,,,
,,,,,,,,,,87.767,88.216,87.602,87.735,,,,,,,,,,,,,
,3,8,93,7,8,176,,,,NA,NA,NA,NA,108.392,108.424,NA,NA,129.571,131.201,108.44,108.698,122.063,129.57,103.435,108.346,
,,,,,3,280,,,,,,,,108.736,109.983,,,,,109.983,118.369,,,,,
,,,,,6,482,,,,,,,,,,,,,,,,,,,,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,,,,,7,492,,,,,,,,,,,,,,,,,,,,
,,,,,5,260,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,4,2,136,1,1,1490,,,,145.602,151.516,151.839,151.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,149,,,,151.884,151.901,159.469,162.432,,,,,,,,,,,,,
,,,,,,,,,,158.58,159.083,,,,,,,,,,,,,,,
,,,,,,,,,,162.432,163.064,,,,,,,,,,,,,,,
,,,,,,,,,,164.282,165.298,,,,,,,,,,,,,,,
,,,,,,,,,,165.345,165.727,,,,,,,,,,,,,,,
,5,8,170,7,7,426,,,,196.555,196.629,NA,NA,194.954,195.355,NA,NA,189.498,193.284,195.355,195.974,177.42,188.295,195.974,196.536,
,,,,,5,4414,,,,,,,,,,,,,,,,188.832,189.399,,,
,,,,,3,588,,,,,,,,,,,,,,,,189.435,189.488,,,
,,,,,2,211,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,6,2,201,1,2,312,,,,209.773,213.853,202.841,209.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,
,7,2,218,2,2,302,,,,243.539,244.072,241.486,243.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,8,8,248,8,4,1531,,,,291.705,291.761,271.4,273.354,NA,NA,NA,NA,NA,NA,300.679,303.664,290.544,290.56,312.882,312.946,
,,,,,5,542,,,,299.768,300.023,279.21,290.544,,,,,,,314.968,315.049,291.425,291.465,313.379,313.711,
,,,,,2,4415,,,,308.725,309.781,,,,,,,,,,,300.039,300.096,313.842,314.428,
,,,,,8,1027,,,,310.831,312.882,,,,,,,,,,,303.712,308.679,,,
,,,,,3,105,,,,314.484,314.726,,,,,,,,,,,310.217,310.831,,,
,,,,,1,835,,,,,,,,,,,,,,,,314.748,314.764,,,
,,,,,7,108,,,,,,,,,,,,,,,,,,,,
,,,,,6,333,,,,,,,,,,,,,,,,,,,,
,9,8,319,2,2,1394,,,,337.53,339.97,326.442,329.259,NA,NA,342.859,344.546,329.259,334.522,354.454,355.072,334.522,337.53,344.546,346.15,
,,,,,5,2005,,,,346.419,346.703,349.621,350.543,,,346.15,346.419,346.787,347.287,,,346.703,346.774,353.469,354.454,
,,,,,7,381,,,,,,350.826,351.538,,,352.959,353.469,349.261,349.621,,,352.523,352.627,,,
,,,,,1,708,,,,,,,,,,,,351.669,352.523,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,3,435,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,10,2,359,2,1,1713,,,,373.096,379.808,379.808,379.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,421,,,,,,380.253,382.159,,,,,,,,,,,,,
221,1,8,0,8,1,219,332,ordered by score,,40.603,40.691,44.438,44.749,NA,NA,40.325,40.577,64.051,64.461,44.749,45.007,45.976,46.431,60.745,63.303,A1FF5C5BXODWSY
,,,,,4,1225,,,,41.163,41.309,,,,,41.702,42.349,,,,,,,,,
,,,,,7,229,,,,50.978,52.526,,,,,42.836,44.438,,,,,,,,,
,,,,,2,203,,,,,,,,,,49.372,49.724,,,,,,,,,
,,,,,6,298,,,,,,,,,,56.383,58.983,,,,,,,,,
,,,,,8,403,,,,,,,,,,,,,,,,,,,,
,,,,,3,205,,,,,,,,,,,,,,,,,,,,
,,,,,5,451,,,,,,,,,,,,,,,,,,,,
,2,8,60,4,5,919,,,,95.131,95.293,84.345,87.455,87.455,88.19,89.021,89.628,74.158,77.57,78.523,80.998,94.595,95.131,NA,NA,
,,,,,6,1265,,,,,,,,,,92.595,94.595,,,,,,,,,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,
,,,,,4,204,,,,,,,,,,,,,,,,,,,,
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,
,,,,,8,330,,,,,,,,,,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,3,8,89,1,2,139,,,,106.659,108.999,NA,NA,NA,NA,100.333,100.901,NA,NA,109.953,110.367,NA,NA,NA,NA,
,,,,,4,171,,,,,,,,,,104.681,105.451,,,,,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,,,,,5,260,,,,,,,,,,,,,,,,,,,,
,,,,,7,492,,,,,,,,,,,,,,,,,,,,
,,,,,6,482,,,,,,,,,,,,,,,,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,4,2,105,1,2,149,,,,120.501,123.913,124.182,124.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1490,,,,135.884,136.089,125.61,130.134,,,,,,,,,,,,,
,,,,,,,,,,136.3,137.534,137.684,138.002,,,,,,,,,,,,,
,,,,,,,,,,138.07,138.471,,,,,,,,,,,,,,,
,5,2,133,2,2,211,,,,161.678,161.708,158.464,161.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,6,2,156,1,2,312,,,,185.514,186.713,183.451,185.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1004,,,,186.72,187.493,,,,,,,,,,,,,,,
,,,,,,,,,,187.639,188.413,,,,,,,,,,,,,,,
,,,,,,,,,,188.747,188.827,,,,,,,,,,,,,,,
,7,2,184,2,2,302,,,,198.404,199.658,197.495,198.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,739,,,,200.294,200.434,200.462,212.333,,,,,,,,,,,,,
,,,,,,,,,,212.333,212.444,,,,,,,,,,,,,,,
,8,8,207,2,2,4415,,,,NA,NA,246.052,250.485,NA,NA,250.485,254.447,NA,NA,NA,NA,NA,NA,265.236,266.562,
,,,,,4,1531,,,,,,254.447,257.48,,,,,,,,,,,,,
,,,,,1,835,,,,,,258.792,259.284,,,,,,,,,,,,,
,,,,,7,108,,,,,,259.739,260.32,,,,,,,,,,,,,
,,,,,6,333,,,,,,,,,,,,,,,,,,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,,,,,5,542,,,,,,,,,,,,,,,,,,,,
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,
,9,8,261,4,2,1394,,,,307.998,308.986,NA,NA,285.621,287.58,309.433,310.441,310.441,311.666,282.205,283.008,301.076,301.79,306.701,307.998,
,,,,,6,1283,,,,,,,,,,,,,,283.26,284.769,302.446,304.022,,,
,,,,,3,435,,,,,,,,,,,,,,287.58,288.096,304.587,306.701,,,
,,,,,7,381,,,,,,,,,,,,,,298.115,301.076,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,10,2,307,1,2,421,,,,331.018,331.246,330.327,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1713,,,,333.104,335.01,,,,,,,,,,,,,,,
,,,,,,,,,,335.03,335.912,,,,,,,,,,,,,,,
222,1,8,0,1,4,1225,103,ordered by score,,7.047,7.52,6.84,6.96,NA,NA,6.456,6.472,NA,NA,NA,NA,NA,NA,NA,NA,ARG392N6HWZCJ
,,,,,8,403,,,,7.696,9.207,9.288,9.384,,,,,,,,,,,,,
,,,,,5,451,,,,,,,,,,,,,,,,,,,,
,,,,,3,205,,,,,,,,,,,,,,,,,,,,
,,,,,7,229,,,,,,,,,,,,,,,,,,,,
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,,,,,2,203,,,,,,,,,,,,,,,,,,,,
,,,,,6,298,,,,,,,,,,,,,,,,,,,,
,2,2,13,2,1,753,,,,14.336,14.575,15.703,16.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,439,,,,14.727,15.263,16.807,16.903,,,,,,,,,,,,,
,,,,,,,,,,,,17.063,17.423,,,,,,,,,,,,,
,,,,,,,,,,,,17.431,17.495,,,,,,,,,,,,,
,3,2,19,2,2,139,,,,14.336,14.575,15.703,16.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,168,,,,14.727,15.263,16.807,16.903,,,,,,,,,,,,,
,,,,,,,,,,,,17.063,17.423,,,,,,,,,,,,,
,,,,,,,,,,,,17.431,17.495,,,,,,,,,,,,,
,4,2,22,2,2,149,,,,NA,NA,23.383,23.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1490,,,,,,23.535,24.216,,,,,,,,,,,,,
,5,2,28,1,1,177,,,,29.719,29.735,29.183,29.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,211,,,,29.751,30.359,,,,,,,,,,,,,,,
,6,2,35,1,1,1004,,,,48.054,50.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,312,,,,50.318,50.854,,,,,,,,,,,,,,,
