Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Total Experiment Time (Seconds),How Answers/Scores Ordered,Number of Characters in Each Answer,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID,Score
,,,,,4,,,1012,,,,,,,,,,,,,,,,,,,20
,,,,,1,,,739,,,,,,,,,,,,,,,,,,,23
,,,,,5,,,532,,,,,,,,,,,,,,,,,,,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,514,2,2,,Random Score,4415,,533.52,533.632,528.976,533.52,,,,,,,,,,,,,,90
,,,,,1,,,835,,,,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2,536,2,1,,Random Score,708,,537.619,544.881,564.372,571.453,,,,,,,,,,,,,,50
,,,,,2,,,1394,,554.33,560.945,572.074,572.826,,,,,,,,,,,,,,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,8,575,7,3,,Random Score,469,,615.63,617.083,601.753,604.623,576.793,577.719,596.616,599.459,612.415,612.602,,,604.623,611.868,617.5,617.556,,13
,,,,,4,,,516,,,,,,592.578,596.616,,,,,,,,,,,,1
,,,,,6,,,184,,,,,,,,,,,,,,,,,,,21
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,21
,,,,,7,,,238,,,,,,,,,,,,,,,,,,,19
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,22
,,,,,1,,,1713,,,,,,,,,,,,,,,,,,,1
,,,,,8,,,110,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1,8,0,4,1,1113,Random Score,219,,,,,,,,143.359,147.025,,,,,,,147.025,147.821,A3UDXVVGJ88LS2,19
,,,,,5,,,451,,,,,,,,,,,,,,,,,,,7
,,,,,6,,,298,,,,,,,,,,,,,,,,,,,18
,,,,,2,,,203,,,,,,,,,,,,,,,,,,,19
,,,,,3,,,205,,,,,,,,,,,,,,,,,,,19
,,,,,4,,,1225,,,,,,,,,,,,,,,,,,,18
,,,,,7,,,229,,,,,,,,,,,,,,,,,,,5
,,,,,8,,,403,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8,150,6,4,,Random Score,204,,,,,,,,,,259.339,261.473,261.473,266.095,266.095,266.658,266.725,267.076,,16
,,,,,3,,,1347,,,,,,,,,,,,,,,,,,,25
,,,,,1,,,753,,,,,,,,,,,,,,,,,,,5
,,,,,2,,,439,,,,,,,,,,,,,,,,,,,21
,,,,,6,,,1265,,,,,,,,,,,,,,,,,,,14
,,,,,5,,,919,,,,,,,,,,,,,,,,,,,15
,,,,,7,,,1203,,,,,,,,,,,,,,,,,,,17
,,,,,8,,,330,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,8,269,3,5,,Random Score,260,,,,,,326.001,326.118,,,,,,,,,329.088,331.574,,24
,,,,,6,,,482,,,,,,326.921,327.607,,,,,,,,,,,,9
,,,,,4,,,171,,,,,,327.756,329.088,,,,,,,,,,,,17
,,,,,7,,,492,,,,,,,,,,,,,,,,,,,9
,,,,,3,,,280,,,,,,,,,,,,,,,,,,,19
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,5
,,,,,8,,,176,,,,,,,,,,,,,,,,,,,7
,,,,,2,,,139,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,427,7,5,,Random Score,1528,,,,,,,,536.703,536.721,,,,,533.796,534.915,,,,12
,,,,,3,,,466,,,,,,,,,,,,,,,,,,,15
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,11
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,21
,,,,,8,,,131,,,,,,,,,,,,,,,,,,,2
,,,,,1,,,1490,,,,,,,,,,,,,,,,,,,0
,,,,,7,,,2010,,,,,,,,,,,,,,,,,,,0
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2,538,1,1,,Random Score,177,,562.385,562.489,568.038,568.823,,,,,,,,,,,,,,27
,,,,,2,,,211,,563.392,564.378,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,2,576,1,2,,Random Score,312,,613.311,615.115,,,,,,,,,,,,,,,,48
,,,,,1,,,1004,,,,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,8,618,1,3,,Random Score,734,,795.385,795.402,,,,,,,,,803.958,803.991,,,,,,10
,,,,,5,,,532,,795.434,795.451,,,,,,,,,,,,,,,,5
,,,,,8,,,2848,,795.618,796.939,,,,,,,,,,,,,,,,25
,,,,,7,,,195,,,,,,,,,,,,,,,,,,,18
,,,,,4,,,1012,,,,,,,,,,,,,,,,,,,3
,,,,,2,,,302,,,,,,,,,,,,,,,,,,,2
,,,,,1,,,739,,,,,,,,,,,,,,,,,,,9
,,,,,6,,,860,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,806,1,2,,Random Score,4415,,844.625,853.387,826.402,844.625,,,,,,,,,,,,,,59
,,,,,1,,,835,,860.343,865.588,,,,,,,,,,,,,,,,47
,,,,,,,,,,886.006,886.162,,,,,,,,,,,,,,,,
,,,,,,,,,,886.53,887.186,,,,,,,,,,,,,,,,
,,,,,,,,,,887.501,887.516,,,,,,,,,,,,,,,,
,,,,,,,,,,887.583,888.118,,,,,,,,,,,,,,,,
,9,8,890,6,1,,Random Score,708,,928.06,928.243,927.406,928.06,985.912,1011.33,946.435,961.178,978.695,981.135,968.903,978.695,981.135,985.912,941.299,945.754,,16
,,,,,2,,,1394,,,,940.343,941.299,1018.06,1018.7,,,1012.37,1014.38,1014.39,1015.44,1011.33,1012.37,,,,0
,,,,,8,,,1578,,,,,,,,,,,,1015.76,1016.87,,,,,,0
,,,,,4,,,826,,,,,,,,,,,,1016.88,1018.06,,,,,,10
,,,,,6,,,1283,,,,,,,,,,,,,,,,,,,10
,,,,,5,,,2005,,,,,,,,,,,,,,,,,,,3
,,,,,7,,,381,,,,,,,,,,,,,,,,,,,25
,,,,,3,,,435,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,8,1020,1,7,,Random Score,238,,1063.93,1078.85,1083.4,1085.01,,,1110.37,1110.39,,,,,,,,,,6
,,,,,3,,,469,,1105.1,1105.34,,,,,,,,,,,,,,,,22
,,,,,8,,,110,,1107.68,1108.8,,,,,,,,,,,,,,,,9
,,,,,6,,,184,,,,,,,,,,,,,,,,,,,25
,,,,,1,,,1713,,,,,,,,,,,,,,,,,,,3
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,1
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,16
,,,,,4,,,516,,,,,,,,,,,,,,,,,,,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1,8,0,8,8,1067,Random Score,403,,,,104.564,104.574,,,35.152,35.861,,,,,95.111,95.376,34.313,35.15,A1640H4RXH8NZE,25
,,,,,4,,,1225,,,,104.925,106.298,,,106.3,106.99,,,,,110.028,110.457,99.776,101.023,,2
,,,,,1,,,219,,,,,,,,,,,,,,,,106.992,107.411,,13
,,,,,6,,,298,,,,,,,,,,,,,,,,108.041,108.075,,14
,,,,,5,,,451,,,,,,,,,,,,,,,,108.426,110.027,,4
,,,,,2,,,203,,,,,,,,,,,,,,,,,,,24
,,,,,3,,,205,,,,,,,,,,,,,,,,,,,1
,,,,,7,,,229,,,,,,,,,,,,,,,,,,,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8,109,4,5,,Random Score,919,,432.147,433.76,436.978,437.144,,,349.416,351.979,326.865,331.398,433.761,435.845,,,,,,18
,,,,,4,,,204,,,,437.343,437.425,,,,,331.566,333.83,,,,,,,,13
,,,,,8,,,330,,,,,,,,,,,,,,,,,,,3
,,,,,7,,,1203,,,,,,,,,,,,,,,,,,,22
,,,,,3,,,1347,,,,,,,,,,,,,,,,,,,11
,,,,,1,,,753,,,,,,,,,,,,,,,,,,,3
,,,,,6,,,1265,,,,,,,,,,,,,,,,,,,21
,,,,,2,,,439,,,,,,,,,,,,,,,,,,,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,8,436,6,4,,Random Score,171,,,,,,,,505.025,505.04,,,533.593,535.225,525.758,527.84,517.16,517.34,,7
,,,,,2,,,139,,,,,,,,505.208,506.208,,,536.572,536.638,,,,,,12
,,,,,3,,,280,,,,,,,,,,,,,,,,,,,12
,,,,,8,,,176,,,,,,,,,,,,,,,,,,,3
,,,,,5,,,260,,,,,,,,,,,,,,,,,,,0
,,,,,7,,,492,,,,,,,,,,,,,,,,,,,5
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,9
,,,,,6,,,482,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,535,5,1,,Random Score,1490,,610.504,610.988,,,,,649.786,649.933,615.352,616.537,,,641.601,642.684,,,,20
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,15
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,20
,,,,,7,,,2010,,,,,,,,,,,,,,,,,,,25
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,5
,,,,,8,,,131,,,,,,,,,,,,,,,,,,,15
,,,,,3,,,466,,,,,,,,,,,,,,,,,,,10
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,651,1,1,,Random Score,177,,674.883,675.852,,,,,717.982,718.215,,,,,,,,,,22
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,24
,,,,,3,,,588,,,,,,,,,,,,,,,,,,,5
,,,,,7,,,426,,,,,,,,,,,,,,,,,,,7
,,,,,8,,,199,,,,,,,,,,,,,,,,,,,11
,,,,,6,,,325,,,,,,,,,,,,,,,,,,,6
,,,,,5,,,4414,,,,,,,,,,,,,,,,,,,11
,,,,,4,,,300,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,8,721,6,1,,Random Score,1004,,743.931,743.935,,,,,,,,,792.615,793.395,802.561,802.662,,,,11
,,,,,3,,,152,,751.713,752.313,,,,,,,,,,,,,,,,2
,,,,,2,,,312,,,,,,,,,,,,,,,,,,,14
,,,,,5,,,30,,,,,,,,,,,,,,,,,,,4
,,,,,4,,,510,,,,,,,,,,,,,,,,,,,11
,,,,,6,,,985,,,,,,,,,,,,,,,,,,,25
,,,,,8,,,301,,,,,,,,,,,,,,,,,,,24
,,,,,7,,,1192,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,2,801,1,2,,Random Score,302,,839.225,839.588,827.528,828.111,,,,,,,,,,,,,,44
,,,,,1,,,739,,845.309,845.393,,,,,,,,,,,,,,,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,844,2,1,,Random Score,835,,943.655,952.44,953.54,955.089,,,,,,,,,,,,,,1
,,,,,2,,,4415,,,,956.471,957.906,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8,963,5,1,,Random Score,708,,,,991.891,993.039,,,,,997.786,999.621,,,,,1010.34,1011.15,,21
,,,,,3,,,435,,,,,,,,,,,,,,,,,,,12
,,,,,2,,,1394,,,,,,,,,,,,,,,,,,,25
,,,,,5,,,2005,,,,,,,,,,,,,,,,,,,8
,,,,,8,,,1578,,,,,,,,,,,,,,,,,,,10
,,,,,6,,,1283,,,,,,,,,,,,,,,,,,,22
,,,,,7,,,381,,,,,,,,,,,,,,,,,,,23
,,,,,4,,,826,,,,,,,,,,,,,,,,,,,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,8,1022,1,7,,Random Score,238,,1050.54,1050.57,1057.27,1057.64,,,1043.09,1043.14,,,,,,,,,,18
,,,,,4,,,516,,1050.84,1051.77,,,,,1043.85,1044.13,,,,,,,,,,2
,,,,,1,,,1713,,,,,,,,1046.65,1046.77,,,,,,,,,,22
,,,,,6,,,184,,,,,,,,1047.03,1048.57,,,,,,,,,,8
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,16
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,2
,,,,,8,,,110,,,,,,,,,,,,,,,,,,,7
,,,,,3,,,469,,,,,,,,,,,,,,,,,,,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1,8,0,2,5,275,Random Score,451,,28.962,29.145,9.714,10.015,,,8.679,9.032,3.36,3.414,,,10.364,13.313,13.337,13.38,A1MG7LT2628KLU,9
,,,,,4,,,1225,,32.029,32.195,13.38,13.83,,,13.83,14.782,4.363,4.63,,,28.795,28.862,30.229,30.946,,3
,,,,,6,,,298,,32.729,32.745,31.13,31.312,,,19.812,20.647,4.697,4.896,,,29.979,30.146,31.495,31.578,,22
,,,,,3,,,205,,34.279,34.311,33.279,33.345,,,,,5.023,7.197,,,31.782,31.946,32.879,33.095,,7
,,,,,2,,,203,,,,33.579,33.913,,,,,19.263,19.63,,,32.762,32.829,33.995,34.162,,20
,,,,,8,,,403,,,,,,,,,,20.716,21.079,,,34.162,34.262,,,,8
,,,,,7,,,229,,,,,,,,,,21.463,23.359,,,,,,,,4
,,,,,1,,,219,,,,,,,,,,25.563,27.496,,,,,,,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,34,1,2,,Random Score,439,,67.894,69.127,,,,,,,,,,,,,,,,61
,,,,,1,,,753,,69.194,69.478,,,,,,,,,,,,,,,,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,81,2,1,,Random Score,168,,,,101.21,101.359,,,,,,,,,,,,,,81
,,,,,2,,,139,,,,101.659,102.427,,,,,,,,,,,,,,49
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,102,4,5,,Random Score,1528,,,,123.309,123.401,,,118.375,119.643,111.043,111.335,,,122.995,123.108,123.492,123.609,,12
,,,,,4,,,262,,,,,,,,,,113.023,113.109,,,,,,,,7
,,,,,1,,,1490,,,,,,,,,,,,,,,,,,,5
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,15
,,,,,3,,,466,,,,,,,,,,,,,,,,,,,19
,,,,,7,,,2010,,,,,,,,,,,,,,,,,,,19
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,25
,,,,,8,,,131,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,124,7,4,,Random Score,300,,,,147.629,147.658,,,,,147.274,147.611,,,145.009,146.342,,,,9
,,,,,7,,,426,,,,,,,,,,,,,,,,,,,20
,,,,,3,,,588,,,,,,,,,,,,,,,,,,,25
,,,,,1,,,177,,,,,,,,,,,,,,,,,,,18
,,,,,8,,,199,,,,,,,,,,,,,,,,,,,1
,,,,,5,,,4414,,,,,,,,,,,,,,,,,,,13
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,21
,,,,,6,,,325,,,,,,,,,,,,,,,,,,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,8,160,3,3,,Random Score,152,,,,177.69,177.706,168.157,170.224,177.74,178.007,,,,,172.29,172.306,,,,13
,,,,,7,,,1192,,,,,,171.157,171.814,,,,,,,,,,,,18
,,,,,1,,,1004,,,,,,171.957,171.974,,,,,,,,,,,,7
,,,,,5,,,30,,,,,,172.256,172.273,,,,,,,,,,,,13
,,,,,8,,,301,,,,,,,,,,,,,,,,,,,9
,,,,,6,,,985,,,,,,,,,,,,,,,,,,,15
,,,,,2,,,312,,,,,,,,,,,,,,,,,,,16
,,,,,4,,,510,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,8,178,7,1,,Random Score,739,,183.106,183.559,,,185.575,185.823,183.559,184.257,190.906,191.09,191.091,192.189,186.273,186.356,186.673,186.973,,8
,,,,,4,,,1012,,,,,,,,,,,,,,187.006,189.639,189.639,190.71,,1
,,,,,3,,,734,,,,,,,,,,,,,,,,,,,20
,,,,,2,,,302,,,,,,,,,,,,,,,,,,,17
,,,,,7,,,195,,,,,,,,,,,,,,,,,,,13
,,,,,8,,,2848,,,,,,,,,,,,,,,,,,,7
,,,,,5,,,532,,,,,,,,,,,,,,,,,,,1
,,,,,6,,,860,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,8,192,7,8,,Random Score,1027,,,,,,,,,,204.539,204.805,204.422,204.472,200.456,200.506,,,,24
,,,,,7,,,108,,,,,,,,,,,,,,201.223,202.412,,,,4
,,,,,4,,,1531,,,,,,,,,,,,,,,,,,,24
,,,,,3,,,105,,,,,,,,,,,,,,,,,,,13
,,,,,1,,,835,,,,,,,,,,,,,,,,,,,15
,,,,,2,,,4415,,,,,,,,,,,,,,,,,,,23
,,,,,6,,,333,,,,,,,,,,,,,,,,,,,13
,,,,,5,,,542,,,,,,,,,,,,,,,,,,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2,205,1,1,,Random Score,708,,221.038,221.589,222.621,222.738,,,,,,,,,,,,,,45
,,,,,2,,,1394,,221.621,222.071,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,8,234,5,3,,Random Score,469,,271.869,272.086,,,,,,,265.287,266.57,,,,,,,,6
,,,,,4,,,516,,273.493,273.985,,,,,,,,,,,,,,,,21
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,20
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,3
,,,,,6,,,184,,,,,,,,,,,,,,,,,,,10
,,,,,7,,,238,,,,,,,,,,,,,,,,,,,14
,,,,,8,,,110,,,,,,,,,,,,,,,,,,,25
,,,,,1,,,1713,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1,2,0,2,2,534,Random Score,203,,16.333,16.38,7.522,8.564,,,,,,,,,,,,,A27XYQJLE8D39R,37
,,,,,1,,,219,,,,14.83,16.294,,,,,,,,,,,,,,84
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,12,1,2,,Random Score,439,,30.527,30.561,33.68,34.181,,,,,,,,,,,,,,90
,,,,,1,,,753,,35.302,35.892,,,,,,,,,,,,,,,,46
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,8,33,4,5,,Random Score,260,,,,55.229,55.429,46.427,46.546,52.33,53.627,42.009,43.446,,,46.193,46.208,,,,17
,,,,,6,,,482,,,,,,46.764,47.351,53.642,53.727,,,,,,,,,,2
,,,,,7,,,492,,,,,,47.882,47.908,,,,,,,,,,,,21
,,,,,3,,,280,,,,,,47.961,48.36,,,,,,,,,,,,22
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,9
,,,,,8,,,176,,,,,,,,,,,,,,,,,,,14
,,,,,4,,,171,,,,,,,,,,,,,,,,,,,8
,,,,,2,,,139,,,,,,,,,,,,,,,,,,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2,53,2,2,,Random Score,149,,,,67.347,67.36,,,,,,,,,,,,,,51
,,,,,1,,,1490,,,,67.714,70.278,,,,,,,,,,,,,,91
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2,68,2,2,,Random Score,211,,94.773,94.825,92.578,94.725,,,,,,,,,,,,,,99
,,,,,1,,,177,,,,,,,,,,,,,,,,,,,77
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,2,90,1,2,,Random Score,312,,102.41,103.657,99.447,99.49,,,,,,,,,,,,,,18
,,,,,1,,,1004,,,,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,8,101,6,8,,Random Score,2848,,198.42,198.768,,,,,,,192.904,193.289,193.354,195.236,,,,,,6
,,,,,5,,,532,,,,,,,,,,,,,,,,,,,17
,,,,,6,,,860,,,,,,,,,,,,,,,,,,,22
,,,,,3,,,734,,,,,,,,,,,,,,,,,,,21
,,,,,2,,,302,,,,,,,,,,,,,,,,,,,7
,,,,,4,,,1012,,,,,,,,,,,,,,,,,,,18
,,,,,7,,,195,,,,,,,,,,,,,,,,,,,8
,,,,,1,,,739,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,195,1,2,,Random Score,4415,,209.637,209.706,510.874,510.898,,,,,,,,,,,,,,67
,,,,,1,,,835,,209.971,211.78,,,,,,,,,,,,,,,,4
,,,,,,,,,,510.898,511.259,,,,,,,,,,,,,,,,
,9,8,509,1,4,,Random Score,826,,523.257,523.288,519.337,519.388,519.694,520.293,,,,,,,,,,,,8
,,,,,2,,,1394,,523.926,524.404,520.337,520.369,,,,,,,,,,,,,,23
,,,,,3,,,435,,524.454,524.469,,,,,,,,,,,,,,,,17
,,,,,6,,,1283,,,,,,,,,,,,,,,,,,,0
,,,,,8,,,1578,,,,,,,,,,,,,,,,,,,1
,,,,,5,,,2005,,,,,,,,,,,,,,,,,,,8
,,,,,7,,,381,,,,,,,,,,,,,,,,,,,13
,,,,,1,,,708,,,,,,,,,,,,,,,,,,,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,8,522,4,6,,Random Score,184,,534.187,534.271,,,,,534.672,535.304,,,,,,,,,,4
,,,,,3,,,469,,,,,,,,,,,,,,,,,,,15
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,0
,,,,,7,,,238,,,,,,,,,,,,,,,,,,,12
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,10
,,,,,8,,,110,,,,,,,,,,,,,,,,,,,11
,,,,,1,,,1713,,,,,,,,,,,,,,,,,,,6
,,,,,4,,,516,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1,2,0,2,2,1206,Random Score,203,,74.018,74.226,72.727,73.459,,,,,,,,,,,,,AY45B0YHI4TUP,24
,,,,,1,,,219,,96.543,104.393,77.546,77.579,,,,,,,,,,,,,,95
,,,,,,,,,,107.176,107.376,87.193,96.393,,,,,,,,,,,,,,
,,,,,,,,,,,,106.593,106.609,,,,,,,,,,,,,,
,,,,,,,,,,,,106.996,107.042,,,,,,,,,,,,,,
,2,8,107,2,2,,Random Score,439,,121,121.303,162.789,412.613,117.792,118.259,116.324,116.776,116.776,117.791,118.819,119.693,119.693,120.643,121.303,121.653,,4
,,,,,4,,,204,,472.962,473.579,412.863,414.182,121.653,121.991,460.877,462.477,121.991,123.253,120.643,121,474.412,475.01,471.744,472.962,,5
,,,,,5,,,919,,,,415.413,416.032,466.479,471.295,464.662,465.294,465.294,465.979,473.579,474.412,,,,,,2
,,,,,3,,,1347,,,,417.512,459.736,,,,,,,,,,,,,,6
,,,,,8,,,330,,,,460.027,460.11,,,,,,,,,,,,,,8
,,,,,1,,,753,,,,462.527,462.91,,,,,,,,,,,,,,20
,,,,,6,,,1265,,,,462.944,463.976,,,,,,,,,,,,,,11
,,,,,7,,,1203,,,,464.145,464.662,,,,,,,,,,,,,,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,475,1,1,,Random Score,168,,1060.29,1063.9,1064,1064.25,,,,,,,,,,,,,,29
,,,,,2,,,139,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,1065,6,3,,Random Score,466,,1077.64,1078.05,,,1069.89,1070,1076.87,1076.94,1076.94,1077.28,1074.86,1075.47,1070.2,1071,,,,4
,,,,,7,,,2010,,,,,,1071.64,1071.67,,,,,1075.75,1076.74,1072.45,1072.65,,,,18
,,,,,6,,,3146,,,,,,1072.05,1072.45,,,,,,,1072.7,1074.86,,,,23
,,,,,8,,,131,,,,,,,,,,,,,,,,,,,16
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,18
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,3
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,25
,,,,,1,,,1490,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2,1078,2,2,,Random Score,211,,1097.97,1098.02,1081.06,1081.1,,,,,,,,,,,,,,47
,,,,,1,,,177,,,,1087.32,1088.19,,,,,,,,,,,,,,22
,,,,,,,,,,,,1090.05,1093.7,,,,,,,,,,,,,,
,,,,,,,,,,,,1097.32,1097.9,,,,,,,,,,,,,,
,6,8,1098,1,8,,Random Score,301,,1115.93,1117,,,1109.38,1109.78,,,1118.02,1118.03,1117.26,1117.43,1117.43,1118.02,1101.36,1101.45,,4
,,,,,2,,,312,,,,,,,,,,,,,,,,1102.5,1104.68,,14
,,,,,3,,,152,,,,,,,,,,,,,,,,1104.8,1105.8,,6
,,,,,1,,,1004,,,,,,,,,,,,,,,,,,,15
,,,,,4,,,510,,,,,,,,,,,,,,,,,,,2
,,,,,6,,,985,,,,,,,,,,,,,,,,,,,2
,,,,,7,,,1192,,,,,,,,,,,,,,,,,,,11
,,,,,5,,,30,,,,,,,,,,,,,,,,,,,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,8,1120,5,6,,Random Score,860,,1129.18,1129.67,1129.67,1129.98,1127.98,1129.18,1127.62,1127.98,1125.35,1125.74,1124.46,1125.09,1125.09,1125.35,1126.96,1127.62,,10
,,,,,7,,,195,,,,,,,,,,1126.14,1126.95,,,,,,,,9
,,,,,5,,,532,,,,,,,,,,,,,,,,,,,11
,,,,,8,,,2848,,,,,,,,,,,,,,,,,,,23
,,,,,4,,,1012,,,,,,,,,,,,,,,,,,,9
,,,,,3,,,734,,,,,,,,,,,,,,,,,,,7
,,,,,1,,,739,,,,,,,,,,,,,,,,,,,6
,,,,,2,,,302,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,8,1130,6,4,,Random Score,1531,,,,1151.72,1153.09,,,1148.32,1149.16,1151.26,1151.33,1149.33,1149.35,1151.43,1151.72,1153.09,1153.55,,4
,,,,,6,,,333,,,,,,,,,,,,1150.7,1151.26,,,,,,19
,,,,,5,,,542,,,,,,,,,,,,,,,,,,,11
,,,,,3,,,105,,,,,,,,,,,,,,,,,,,18
,,,,,7,,,108,,,,,,,,,,,,,,,,,,,4
,,,,,1,,,835,,,,,,,,,,,,,,,,,,,17
,,,,,2,,,4415,,,,,,,,,,,,,,,,,,,15
,,,,,8,,,1027,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8,1179,7,7,,Random Score,381,,1185.05,1185.12,,,1185.25,1185.28,1185.28,1185.56,1186.55,1187.19,1186.25,1186.55,1183.83,1184.37,1185.7,1186.25,,19
,,,,,1,,,708,,,,,,,,,,,,,,1184.42,1185.05,,,,22
