Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Number of Characters in Each Answer,Total Experiment Time (Seconds),How Answers Ordered,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID,Score
,,,,,7,492,,,,,,,,,,,,,,,,,,,,,4
,,,,,4,171,,,,,,,,,,,,,,,,,,,,,1
,,,,,6,482,,,,,,,,,,,,,,,,,,,,,0
,4,8,228,3,1,1490,,,,259.504,275.072,306.191,307.783,289.945,290.8,275.6,283.191,308.239,309.022,284.423,289.945,309.023,311.358,NA,NA,,24
,,,,,4,262,,,,,,,,304.34,304.591,,,,,,,,,,,,23
,,,,,6,3146,,,,,,,,304.993,306.191,,,,,,,,,,,,23
,,,,,3,466,,,,,,,,,,,,,,,,,,,,,19
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,17
,,,,,8,131,,,,,,,,,,,,,,,,,,,,,14
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,,7
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,,6
,5,8,314,4,4,300,,,,NA,NA,374.333,374.765,337.054,343.702,327.303,337.054,353.941,358.941,374.765,375.149,347.006,353.446,NA,NA,,23
,,,,,3,588,,,,,,,,360.181,360.921,360.971,361.038,372.101,374.333,,,359.317,359.685,,,,19
,,,,,1,177,,,,,,,,363.917,364.316,361.356,362.225,,,,,364.316,365.053,,,,14
,,,,,7,426,,,,,,,,365.053,365.469,362.794,363.613,,,,,370.253,371.668,,,,13
,,,,,8,199,,,,,,,,367.429,369.397,,,,,,,,,,,,13
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,3
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,1
,,,,,6,325,,,,,,,,,,,,,,,,,,,,,0
,6,8,378,7,6,985,,,,433.211,436.385,460.819,461.179,NA,NA,460.418,460.818,NA,NA,391.421,419.436,446.283,450.449,NA,NA,,22
,,,,,3,152,,,,,,,,,,,,,,,,450.466,451.185,,,,22
,,,,,1,1004,,,,,,,,,,,,,,,,451.201,460.418,,,,19
,,,,,5,30,,,,,,,,,,,,,,,,,,,,,18
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,18
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,7
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,5
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,3
,7,8,464,1,6,860,,,,561.264,574.146,560.432,561.264,580.967,581.705,556.771,560.432,580.543,580.967,502.969,546.617,NA,NA,547.304,556.77,,23
,,,,,8,2848,,,,574.564,575.066,,,,,,,,,,,,,,,,17
,,,,,4,1012,,,,575.082,575.099,,,,,,,,,,,,,,,,17
,,,,,2,302,,,,575.132,580.047,,,,,,,,,,,,,,,,16
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,15
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,15
,,,,,3,734,,,,,,,,,,,,,,,,,,,,,12
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,11
,8,8,584,2,2,4415,,,,NA,NA,613.495,614.03,NA,NA,643.019,643.27,NA,NA,NA,NA,NA,NA,NA,NA,,24
,,,,,7,108,,,,,,636.011,636.296,,,,,,,,,,,,,,23
,,,,,3,105,,,,,,636.346,636.864,,,,,,,,,,,,,,18
,,,,,6,333,,,,,,636.966,637.332,,,,,,,,,,,,,,12
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,4
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,4
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,2
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,0
,9,8,646,2,3,435,,,,697.628,699.836,684.341,695.753,664.381,671.797,680.077,684.341,700.748,707.099,671.797,673.981,673.981,680.077,713.9,715.125,,18
,,,,,6,1283,,,,707.499,708.811,695.769,696.324,,,,,712.803,713.899,,,,,,,,15
,,,,,7,381,,,,712.344,712.803,708.811,712.344,,,,,,,,,,,,,,13
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,12
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,10
,,,,,1,708,,,,,,,,,,,,,,,,,,,,,5
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,,3
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,,0
,10,8,718,6,4,516,,,,765.89,766.978,746.923,749.107,765.434,765.89,737.851,739.475,NA,NA,749.107,762.114,765.027,765.434,764.809,765.026,,25
,,,,,2,421,,,,,,,,,,,,,,763.555,763.572,,,,,,22
,,,,,6,184,,,,,,,,,,,,,,763.957,764.659,,,,,,22
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,18
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,17
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,16
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,14
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,8
218,1,8,0,7,7,229,497,random,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1789.39,1789.77,NA,NA,A29SRIJI8CEESO,24
,,,,,2,203,,,,,,,,,,,,,,,,1790.02,1790.54,,,,22
,,,,,1,219,,,,,,,,,,,,,,,,1791.03,1792.09,,,,18
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,13
,,,,,3,205,,,,,,,,,,,,,,,,,,,,,11
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,,7
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,5
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,1
,2,8,92,1,6,1265,,,,1854.86,1855.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851.71,1852.15,,21
,,,,,8,330,,,,1855.58,1855.59,,,,,,,,,,,,,1852.72,1853.41,,20
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,6
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,5
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,,4
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,,3
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,2
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,1
,3,8,106,6,2,139,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915.23,1915.57,NA,NA,NA,NA,,23
,,,,,4,171,,,,,,,,,,,,,,1915.89,1915.97,,,,,,18
,,,,,7,492,,,,,,,,,,,,,,1916.46,1916.75,,,,,,17
,,,,,1,168,,,,,,,,,,,,,,1917.81,1917.89,,,,,,15
,,,,,6,482,,,,,,,,,,,,,,1918.09,1918.92,,,,,,14
,,,,,8,176,,,,,,,,,,,,,,,,,,,,,5
,,,,,5,260,,,,,,,,,,,,,,,,,,,,,4
,,,,,3,280,,,,,,,,,,,,,,,,,,,,,3
,4,8,168,6,5,1528,,,,1932.67,1933.61,NA,NA,NA,NA,NA,NA,NA,NA,1935.74,1936.12,NA,NA,NA,NA,,25
,,,,,1,1490,,,,,,,,,,,,,,1936.36,1937.22,,,,,,21
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,,18
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,,11
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,8
,,,,,4,262,,,,,,,,,,,,,,,,,,,,,2
,,,,,3,466,,,,,,,,,,,,,,,,,,,,,1
,,,,,8,131,,,,,,,,,,,,,,,,,,,,,0
,5,8,189,5,6,325,,,,NA,NA,NA,NA,NA,NA,NA,NA,1959.03,1959.94,NA,NA,NA,NA,NA,NA,,25
,,,,,4,300,,,,,,,,,,,,,,,,,,,,,22
,,,,,1,177,,,,,,,,,,,,,,,,,,,,,21
,,,,,8,199,,,,,,,,,,,,,,,,,,,,,16
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,15
,,,,,3,588,,,,,,,,,,,,,,,,,,,,,11
,,,,,7,426,,,,,,,,,,,,,,,,,,,,,1
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,0
,6,8,214,6,6,985,,,,NA,NA,NA,NA,NA,NA,NA,NA,1974,1975.03,1973.06,1973.7,NA,NA,NA,NA,,13
,,,,,5,30,,,,,,,,,,,,,,1975.05,1975.12,,,,,,9
,,,,,4,510,,,,,,,,,,,,,,1980.19,1980.79,,,,,,9
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,7
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,4
,,,,,3,152,,,,,,,,,,,,,,,,,,,,,4
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,3
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,,3
,7,8,234,1,1,739,,,,1996.57,1997.22,NA,NA,NA,NA,NA,NA,NA,NA,2001.91,2002.19,NA,NA,NA,NA,,25
,,,,,7,195,,,,1997.6,1997.79,,,,,,,,,,,,,,,,24
,,,,,3,734,,,,1997.99,1998.03,,,,,,,,,,,,,,,,15
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,,14
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,13
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,12
,,,,,2,302,,,,,,,,,,,,,,,,,,,,,4
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,0
,8,8,252,2,2,4415,,,,NA,NA,2054.54,2055.21,NA,NA,NA,NA,NA,NA,2047.43,2047.49,NA,NA,NA,NA,,23
,,,,,7,108,,,,,,,,,,,,,,2047.78,2049.13,,,,,,22
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,17
,,,,,3,105,,,,,,,,,,,,,,,,,,,,,16
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,15
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,8
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,4
,,,,,6,333,,,,,,,,,,,,,,,,,,,,,0
,9,8,308,4,4,826,,,,NA,NA,NA,NA,NA,NA,2163.96,2164.28,NA,NA,NA,NA,NA,NA,NA,NA,,23
,,,,,8,1578,,,,,,,,,,2164.63,2165.06,,,,,,,,,,22
,,,,,1,708,,,,,,,,,,,,,,,,,,,,,16
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,5
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,3
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,,3
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,3
,,,,,3,435,,,,,,,,,,,,,,,,,,,,,3
,10,8,419,4,4,516,,,,NA,NA,NA,NA,NA,NA,2241.55,2241.67,NA,NA,NA,NA,NA,NA,NA,NA,,21
,,,,,2,421,,,,,,,,,,2242.12,2242.54,,,,,,,,,,17
,,,,,8,110,,,,,,,,,,2242.59,2242.59,,,,,,,,,,17
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,16
,,,,,6,184,,,,,,,,,,,,,,,,,,,,,13
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,9
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,2
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,1
219,1,8,0,3,7,229,451,random,,NA,NA,NA,NA,61.662,62.572,NA,NA,64.169,64.476,NA,NA,NA,NA,NA,NA,A1ZJI01IQ5NE3G,24
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,22
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,16
,,,,,3,205,,,,,,,,,,,,,,,,,,,,,13
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,11
,,,,,2,203,,,,,,,,,,,,,,,,,,,,,7
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,,3
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,2
,2,8,68,2,4,204,,,,NA,NA,133.531,134.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.491,133.521,,24
,,,,,3,1347,,,,,,,,,,,,,,,,,,134.948,135.434,,22
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,22
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,22
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,,17
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,,16
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,13
,,,,,8,330,,,,,,,,,,,,,,,,,,,,,8
,3,8,139,7,1,168,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.875,168.24,NA,NA,,15
,,,,,6,482,,,,,,,,,,,,,,,,168.685,170.211,,,,14
,,,,,3,280,,,,,,,,,,,,,,,,170.701,172.849,,,,12
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,11
,,,,,4,171,,,,,,,,,,,,,,,,,,,,,8
,,,,,7,492,,,,,,,,,,,,,,,,,,,,,8
,,,,,8,176,,,,,,,,,,,,,,,,,,,,,6
,,,,,5,260,,,,,,,,,,,,,,,,,,,,,5
,4,8,178,4,6,3146,,,,215.447,215.853,NA,NA,NA,NA,211.41,211.74,NA,NA,NA,NA,NA,NA,NA,NA,,24
,,,,,8,131,,,,,,,,,,212.115,212.254,,,,,,,,,,18
,,,,,5,1528,,,,,,,,,,212.565,213.326,,,,,,,,,,15
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,14
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,,13
,,,,,4,262,,,,,,,,,,,,,,,,,,,,,9
,,,,,3,466,,,,,,,,,,,,,,,,,,,,,9
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,7
,5,8,222,4,8,199,,,,NA,NA,NA,NA,NA,NA,264.084,264.737,NA,NA,NA,NA,NA,NA,NA,NA,,19
,,,,,6,325,,,,,,,,,,264.956,265.784,,,,,,,,,,17
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,16
,,,,,1,177,,,,,,,,,,,,,,,,,,,,,10
,,,,,7,426,,,,,,,,,,,,,,,,,,,,,7
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,6
,,,,,3,588,,,,,,,,,,,,,,,,,,,,,3
,,,,,4,300,,,,,,,,,,,,,,,,,,,,,1
,6,8,268,7,6,985,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.793,297.067,NA,NA,,25
,,,,,5,30,,,,,,,,,,,,,,,,297.172,297.291,,,,22
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,22
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,22
,,,,,3,152,,,,,,,,,,,,,,,,,,,,,20
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,,16
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,14
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,12
,7,8,309,3,7,195,,,,NA,NA,331.324,331.727,331.836,333.609,NA,NA,NA,NA,NA,NA,NA,NA,337.292,337.5,,24
,,,,,2,302,,,,,,333.652,333.662,,,,,,,,,,,,,,21
,,,,,3,734,,,,,,,,,,,,,,,,,,,,,18
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,15
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,14
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,6
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,5
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,,0
,8,8,341,2,8,1027,,,,NA,NA,353.245,353.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,21
,,,,,2,4415,,,,,,353.692,353.762,,,,,,,,,,,,,,18
,,,,,5,542,,,,,,354.099,354.414,,,,,,,,,,,,,,18
,,,,,6,333,,,,,,354.499,354.634,,,,,,,,,,,,,,17
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,9
,,,,,3,105,,,,,,,,,,,,,,,,,,,,,9
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,2
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,0
,9,8,364,2,8,1578,,,,NA,NA,392.122,393.056,NA,NA,386.622,386.967,NA,NA,NA,NA,NA,NA,NA,NA,,22
,,,,,5,2005,,,,,,393.561,393.66,,,387.016,387.345,,,,,,,,,,12
,,,,,7,381,,,,,,395.98,396.779,,,387.373,388.455,,,,,,,,,,8
,,,,,1,708,,,,,,397.12,397.2,,,,,,,,,,,,,,4
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,4
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,2
,,,,,3,435,,,,,,,,,,,,,,,,,,,,,2
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,0
,10,8,404,4,5,179,,,,NA,NA,NA,NA,NA,NA,443.214,445.198,NA,NA,431.385,431.782,NA,NA,NA,NA,,24
,,,,,8,110,,,,,,,,,,445.982,446.12,,,,,,,,,,21
,,,,,6,184,,,,,,,,,,446.624,446.735,,,,,,,,,,21
,,,,,2,421,,,,,,,,,,447.012,447.389,,,,,,,,,,20
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,18
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,12
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,6
,,,,,4,516,,,,,,,,,,,,,,,,,,,,,4
220,1,8,0,7,1,219,906,random,,5.277,7.195,70.405,74.253,64.662,67.385,NA,NA,29.738,30.333,NA,NA,67.557,70.405,NA,NA,A1LRV5BC51F8HA,25
,,,,,3,205,,,,25.062,28.38,93.024,93.058,114.107,114.166,,,,,,,93.11,93.351,,,,23
,,,,,7,229,,,,31.22,49.658,,,,,,,,,,,93.42,101.209,,,,18
,,,,,2,203,,,,56.195,57.823,,,,,,,,,,,114.425,114.581,,,,15
,,,,,4,1225,,,,,,,,,,,,,,,,115.112,116.524,,,,10
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,6
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,3
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,1
,2,8,119,3,1,753,,,,144.53,144.582,NA,NA,216.272,246.523,NA,NA,NA,NA,255.275,255.643,210.137,214.933,NA,NA,,25
,,,,,7,1203,,,,,,,,253.428,253.479,,,,,,,214.949,216.272,,,,16
,,,,,3,1347,,,,,,,,253.731,255.275,,,,,,,,,,,,14
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,14
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,9
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,9
,,,,,8,330,,,,,,,,,,,,,,,,,,,,,7
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,,0
,3,8,258,7,4,171,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.906,296.941,NA,NA,,22
,,,,,7,492,,,,,,,,,,,,,,,,297.112,298.965,,,,21
,,,,,5,260,,,,,,,,,,,,,,,,300.29,300.839,,,,20
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,19
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,15
,,,,,8,176,,,,,,,,,,,,,,,,,,,,,14
,,,,,6,482,,,,,,,,,,,,,,,,,,,,,4
,,,,,3,280,,,,,,,,,,,,,,,,,,,,,0
,4,8,331,4,8,131,,,,NA,NA,NA,NA,NA,NA,403.294,411.501,420.038,420.754,NA,NA,NA,NA,NA,NA,,24
,,,,,7,2010,,,,,,,,,,411.549,413.992,,,,,,,,,,16
,,,,,6,3146,,,,,,,,,,414.275,420.003,,,,,,,,,,13
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,11
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,8
,,,,,4,262,,,,,,,,,,,,,,,,,,,,,8
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,,8
,,,,,3,466,,,,,,,,,,,,,,,,,,,,,8
,5,8,424,6,6,325,,,,NA,NA,477.247,494.24,NA,NA,497.908,497.926,NA,NA,459.759,459.829,NA,NA,497.506,497.841,,23
,,,,,5,4414,,,,,,,,,,,,,,460.213,460.673,,,,,,19
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,17
,,,,,3,588,,,,,,,,,,,,,,,,,,,,,17
,,,,,7,426,,,,,,,,,,,,,,,,,,,,,15
,,,,,1,177,,,,,,,,,,,,,,,,,,,,,13
,,,,,8,199,,,,,,,,,,,,,,,,,,,,,12
,,,,,4,300,,,,,,,,,,,,,,,,,,,,,6
,6,8,500,4,7,1192,,,,NA,NA,NA,NA,552.58,554.461,526.426,532.543,NA,NA,NA,NA,505.41,526.425,NA,NA,,24
,,,,,3,152,,,,,,,,558.469,559.187,560.081,575.882,,,,,532.543,550.265,,,,24
,,,,,4,510,,,,,,,,,,576.125,576.984,,,,,,,,,,23
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,16
,,,,,5,30,,,,,,,,,,,,,,,,,,,,,15
,,,,,6,985,,,,,,,,,,,,,,,,,,,,,9
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,,6
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,5
,7,8,584,8,8,2848,,,,662.069,662.102,NA,NA,NA,NA,NA,NA,631.879,658.086,NA,NA,631.861,631.879,658.087,660.1,,19
,,,,,5,532,,,,,,,,,,,,,,,,,,660.61,661.7,,18
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,12
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,10
,,,,,3,734,,,,,,,,,,,,,,,,,,,,,9
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,8
,,,,,2,302,,,,,,,,,,,,,,,,,,,,,4
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,0
,8,8,665,4,3,105,,,,NA,NA,NA,NA,695.032,695.17,695.96,700.042,NA,NA,NA,NA,NA,NA,NA,NA,,19
,,,,,4,1531,,,,,,,,,,712.726,713.552,,,,,,,,,,16
,,,,,6,333,,,,,,,,,,713.603,714.707,,,,,,,,,,15
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,12
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,12
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,6
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,4
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,2
,9,8,717,1,3,435,,,,740.098,752.015,NA,NA,736.071,740.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,1,708,,,,752.168,756.183,,,764.15,765.147,,,,,,,,,,,,24
,,,,,4,826,,,,756.645,764.15,,,,,,,,,,,,,,,,15
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,,12
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,9
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,8
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,,5
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,2
,10,8,768,8,6,184,,,,NA,NA,889.612,892.725,880.128,885.812,852.859,871.961,885.812,888.298,816.345,816.363,NA,NA,888.298,889.612,,25
,,,,,4,516,,,,,,,,894.35,894.906,872.095,874.127,,,821.352,821.938,,,894.958,896.831,,22
,,,,,2,421,,,,,,,,897.782,901.78,,,,,839.172,847.307,,,,,,21
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,19
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,18
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,16
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,7
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,3
221,1,8,0,2,5,451,449,random,,11.964,12.16,26.928,28.427,NA,NA,NA,NA,-14.342,-13.522,28.751,31.351,31.351,33.88,NA,NA,ATADQXPHL10Y8,20
,,,,,1,219,,,,12.352,12.699,,,,,,,10.055,11.964,,,,,,,,19
,,,,,4,1225,,,,12.87,14.428,,,,,,,,,,,,,,,,19
,,,,,3,205,,,,16.464,18.077,,,,,,,,,,,,,,,,14
,,,,,8,403,,,,18.473,19.333,,,,,,,,,,,,,,,,12
,,,,,2,203,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,11
,,,,,7,229,,,,,,,,,,,,,,,,,,,,,4
,2,8,55,1,5,919,,,,75.013,76.982,65.316,65.532,68.899,70.896,NA,NA,50.404,50.757,NA,NA,57.382,59.324,NA,NA,,23
,,,,,7,1203,,,,,,,,73.452,74.054,,,55.461,57.382,,,,,,,,20
,,,,,8,330,,,,,,,,77.003,77.983,,,,,,,,,,,,17
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,12
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,10
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,,8
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,5
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,,4
,3,8,98,7,6,482,,,,NA,NA,NA,NA,119.838,120.608,NA,NA,NA,NA,NA,NA,122.668,124.49,NA,NA,,23
,,,,,4,171,,,,,,,,,,,,,,,,,,,,,21
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,19
,,,,,3,280,,,,,,,,,,,,,,,,,,,,,13
,,,,,8,176,,,,,,,,,,,,,,,,,,,,,12
,,,,,5,260,,,,,,,,,,,,,,,,,,,,,11
,,,,,7,492,,,,,,,,,,,,,,,,,,,,,6
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,0
,4,8,148,3,6,3146,,,,NA,NA,NA,NA,151.221,152.876,NA,NA,NA,NA,134.704,135.372,146.326,146.809,142.787,145.708,,24
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,23
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,20
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,,19
,,,,,4,262,,,,,,,,,,,,,,,,,,,,,4
,,,,,8,131,,,,,,,,,,,,,,,,,,,,,3
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,,1
,,,,,3,466,,,,,,,,,,,,,,,,,,,,,0
,5,8,173,2,1,177,,,,157.842,182.452,195.956,197.179,NA,NA,NA,NA,197.674,200.589,200.589,200.718,NA,NA,NA,NA,,21
,,,,,2,211,,,,,,,,,,,,,,200.934,201.062,,,,,,18
,,,,,3,588,,,,,,,,,,,,,,,,,,,,,14
,,,,,4,300,,,,,,,,,,,,,,,,,,,,,7
,,,,,8,199,,,,,,,,,,,,,,,,,,,,,6
,,,,,7,426,,,,,,,,,,,,,,,,,,,,,4
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,0
,,,,,6,325,,,,,,,,,,,,,,,,,,,,,0
,6,8,222,4,6,985,,,,310.058,310.208,317.174,317.466,NA,NA,314.499,315.27,NA,NA,306.589,306.62,313.103,314.499,NA,NA,,23
,,,,,3,152,,,,,,,,,,315.68,316.273,,,307.904,308.757,,,,,,23
,,,,,1,1004,,,,,,,,,,316.597,316.631,,,309.181,309.368,,,,,,21
,,,,,8,301,,,,,,,,,,316.638,316.958,,,309.447,310.057,,,,,,14
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,6
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,3
